Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2015,Fab Forms: Customizable Objects For Fabrication With Validity And Geometry Caching (ACM SIGGRAPH 2015),"We define Fab Form as any design representation that lends itself to interactive customization by a novice user,
	while remaining valid and manufacturable.
	We propose a method to achieve these Fab Form requirements for general parametric designs
	tagged with a general set of automated validity tests and a small number of parameters exposed to the casual user.
	Our solution separates Fab Form evaluation into a precomputation stage and a runtime stage. [...]","Maria Shugrina, Ariel Shamir and Wojciech Matusik",https://doi.org/10.1145/2766994,http://cfg.mit.edu/sites/cfg.mit.edu/files/fabforms_paper.pdf,https://vimeo.com/148260551,http://cfg.mit.edu/content/fab-forms-customizable-objects-fabrication-validity-and-geometry-caching,ACM SIGGRAPH 2015
2015,Augmented Airbrush for Computer Aided Painting (CAP) (ACM SIGGRAPH 2015),"We present an augmented airbrush that allows novices to experience the art of spray painting.
	Inspired by the thriving field of smart tools, our handheld device uses 6DOF tracking, augmentation of
	the airbrush trigger,
	and a specialized algorithm to restrict the application of paint to a preselected reference image. [...]","Roy Shilkrot, Pattie Maes, Joseph A. Paradiso, and Amit Zoran",http://dx.doi.org/10.1145/2699649,http://fluid.media.mit.edu/sites/default/files/DigitalAirbrush-TOG2015-reduced.pdf,https://vimeo.com/102925887,http://fluid.media.mit.edu/projects/digital-airbrush,ACM SIGGRAPH 2015
2015,Elastic textures for additive fabrication (ACM SIGGRAPH 2015),"We introduce elastic textures: a set of parametric, tileable, printable, cubic patterns achieving a broad range
	of isotropic elastic material properties: the softest pattern is over a thousand times softer than the stiffest,
	and the Poisson's ratios range from below zero to nearly 0.5. Using a combinatorial search over topologies followed
	by shape optimization,
	we explore a wide space of truss-like, symmetric 3D patterns to obtain a small family. [...]","Julian Panetta, Qingnan Zhou, Luigi Malomo, Nico Pietroni, Paolo Cignoni, and Denis Zorin",https://doi.org/10.1145/2766937,http://mrl.nyu.edu/~dzorin/papers/panetta2015et.pdf,https://www.youtube.com/watch?v=6yMOpDN4Guw,http://vcg.isti.cnr.it/Publications/2015/PZMPCZ15/,ACM SIGGRAPH 2015
2015,OmniAD: data-driven omni-directional aerodynamics (ACM SIGGRAPH 2015),"This paper introduces ""OmniAD,"" a novel data-driven pipeline to model and acquire the aerodynamics of
	three-dimensional rigid objects. Traditionally, aerodynamics are examined through elaborate wind tunnel
	experiments or expensive fluid dynamics computations, and are only measured for a small number of discrete wind
	directions. [...]","Tobias Martin, Nobuyuki Umetani, and Bernd Bickel",https://doi.org/10.1145/2766919,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20150722180705/OmniAD-Data-driven-Omni-directional-Aerodynamics-Paper.pdf,https://www.youtube.com/watch?v=OUxsZCNs3Kg,https://www.disneyresearch.com/publication/omniad/,ACM SIGGRAPH 2015
2015,LinkEdit: interactive linkage editing using symbolic kinematics (ACM SIGGRAPH 2015),"Articulated deformable characters are widespread in computer animation. Unfortunately, we lack methods for their automatic fabrication using modern additive manufacturing (AM) technologies. We propose a method that takes a skinned mesh as input, then estimates a fabricatable single-material model that approximates the 3D kinematics of the corresponding virtual articulated character in a piecewise linear manner.  [...]","Moritz Bächer, Stelian Coros, and Bernhard Thomaszewski",http://dl.acm.org/citation.cfm?id=2766985,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20150722182158/LinkEdit-Interactive-Linkage-Editing-using-Symbolic-Kinematics-Paper.pdf,https://www.youtube.com/watch?v=cCHuLQt-HSY,https://www.disneyresearch.com/publication/linkedit/,ACM SIGGRAPH 2015
2015,Computational design of metallophone contact sounds (ACM SIGGRAPH 2015),"Metallophones such as glockenspiels produce sounds in response to contact. Building these instruments is a complicated process, limiting their shapes to well-understood designs such as bars. We automatically optimize the shape of arbitrary 2D and 3D objects through deformation and perforation to produce sounds when struck which match user-supplied frequency and amplitude spectra.  [...]","Gaurav Bharaj, David I. W. Levin, James Tompkin, Yun Fei, Hanspeter Pfister, Wojciech Matusik, and Changxi Zheng",http://dl.acm.org/citation.cfm?id=2766985,http://people.seas.harvard.edu/~gaurav/papers/cdmcs_sa_2015/cdmcs_sa_2015.pdf,https://www.youtube.com/watch?v=Ij2x1kT6aLQ,http://people.seas.harvard.edu/~gaurav/papers/cdmcs_sa_2015/,ACM SIGGRAPH 2015
2015,Pushing the Limits of 3D Color Printing: Error Diffusion with Translucent Materials (ACM SIGGRAPH 2015),"In this article, we propose an error diffusion halftoning approach to achieve full color with multi-jet printers, which operates on multiple isosurfaces or layers within the object. We propose a novel traversal algorithm for voxel surfaces, which allows the transfer of existing error diffusion algorithms from 2D printing. The resulting prints faithfully reproduce colors, color gradients and fine-scale details.  [...]","Alan Brunton, Can Ates Arikan, and Philipp Urban",http://dl.acm.org/citation.cfm?id=2832905,https://www.cuttlefish.de/publications/TOG_35_1_a4_accepted.pdf,https://www.youtube.com/watch?v=YZxr6GoQVUs,,ACM SIGGRAPH 2015
2015,Microstructures to control elasticity in 3D printing (ACM SIGGRAPH 2015),"We propose a method for fabricating deformable objects with spatially varying elasticity using 3D printing. Using a single, relatively stiff printer material, our method designs an assembly of small-scale microstructures that have the effect of a softer material at the object scale, with properties depending on the microstructure used in each part of the object. We build on work in the area of metamaterials, using numerical optimization to design tiled microstructures with desired properties, but with the key difference that our method designs families of related structures that can be interpolated to smoothly vary the material properties over a wide range. [...]","Christian Schumacher, Bernd Bickel, Jan Rys, Steve Marschner, Chiara Daraio, and Markus Gross",http://dl.acm.org/citation.cfm?id=2766926,https://pdfs.semanticscholar.org/38ae/ab3e1ca5537de5767b5624c2e58e459361a7.pdf,https://www.youtube.com/watch?v=T_ibOR2owQc,http://visualcomputing.ist.ac.at/publications/2015/MtCEi3DP/,ACM SIGGRAPH 2015
2015,Dapper: decompose-and-pack for 3D printing (ACM SIGGRAPH 2015),"We present Dapper, a global optimization algorithm for the DAP problem which can be applied to both powder- and FDM-based 3D printing. The solution search is top-down and iterative. Starting with a coarse decomposition of the input shape into few initial parts, we progressively pack a pile in the printing volume, by iteratively docking parts, possibly while introducing cuts, onto the pile. [...]","Xuelin Chen, Hao Zhang, Jinjie Lin, Ruizhen Hu, Lin Lu, Qixing Huang, Bedrich Benes, Daniel Cohen-Or, and Baoquan Chen",http://dl.acm.org/citation.cfm?id=2818087,http://www.cs.utexas.edu/~huangqx/Chen15SiggA.pdf,https://www.youtube.com/watch?v=5l5-mwNHf6A,,ACM SIGGRAPH 2015
2015,MetaMorphe: Designing Expressive 3D Models for Digital Fabrication (ACM Creativity and Cognition 2015),"We introduce MetaMorphe, a novel digital fabrication framework that uses a common web-programming metaphor
	to enable users to easily transform static 3D models into re-formed, re-made, and re-imagined customized personal
	artifacts. We demonstrate the compatibility of MetaMorphe with three well-established design interfaces,
	direction manipulation, scripted-CAD, and generative design. [...]",Cesar Torres and Eric Paulos,http://dx.doi.org/10.1145/2757226.2757235,https://bid.berkeley.edu/files/papers/torres_metamorphe.pdf,https://www.youtube.com/watch?v=H6m5kbXD-bI,http://bid.berkeley.edu/papers/creativity_cognition/metamorphe_designing_expressiv/,ACM Creativity and Cognition 2015
2015,"Acoustruments: Passive, Acoustically-Driven Interactive Controls for Hand Held Devices (ACM CHI 2015)","We introduce Acoustruments: low-cost, passive, and powerless mechanisms, made from plastic, that can bring rich, tangible functionality to handheld devices. Through a structured exploration, we identified an expansive vocabulary of design primitives, providing building blocks for the construction of tangible interfaces utilizing smartphones’ existing audio functionality. [...]","Gierad Laput, Eric Brockmeyer, Scott E. Hudson, Chris Harrison.",https://doi.org/10.1145/2702123.2702414,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20150416201017/Acoustrument-Passive-Acoustically-Driven-Interactive-Controls-for-Hand-Held-Devices-Paper.pdf,https://www.youtube.com/watch?v=llOKDcr1gsY,https://www.disneyresearch.com/publication/acoustruments/,ACM CHI 2015
2015,3D Printing Pneumatic Device Controls with Variable Activation Force Capabilities (ACM CHI 2015),"We explore 3D printing physical controls whose tactile response can be manipulated programmatically through pneumatic actuation.
	We introduce and discuss a series of example 3D printed pneumatic controls, which demonstrate the feasibility of our approach. This includes conventional controls,
	such as buttons, knobs and sliders, but also extends to domains such as toys and deformable interfaces. [...]","Marynel Vázquez, Eric Brockmeyer, Ruta Desai, Chris Harrison, and Scott E. Hudson",http://dx.doi.org/10.1145/2702123.2702569,http://chrisharrison.net/projects/printedpneumaticcontrols/vazquezPneumatics.pdf,https://www.youtube.com/watch?v=-4gFYvhkz0Y,https://www.disneyresearch.com/publication/3d-printing-pneumatic-device-controls/,ACM CHI 2015
2015,Lamello: Passive Acoustic Sensing for Tangible Input Components (ACM CHI 2015),"We describe Lamello, an approach for creating tangible input components that recognize user interaction
	via passive acoustic sensing.
	Lamello employs comb-like structures with varying-length tines at interaction points (e.g., along slider paths).
	Our main contributions are in the co-design of the tine structures, information encoding schemes, and audio analysis. [...]","Valkyrie Savage, Andrew Head, Björn Hartmann, Dan B. Goldman, Gautham Mysore, and Wilmot Li",http://dx.doi.org/10.1145/2702123.2702207,https://ccrma.stanford.edu/~gautham/Site/Publications_files/Lamello-CHI2015.pdf,https://www.youtube.com/watch?v=695ke7P6HM4,https://swarmlab.eecs.berkeley.edu/projects/5224/lamello-passive-acoustic-sensing-tangible-interactions,ACM CHI 2015
2015,Platener: Low-Fidelity Fabrication of 3D Objects by Substituting 3D Print with Laser-Cut Plates (ACM CHI 2015),"This paper presents Platener, a system that allows quickly fabricating intermediate design iterations of 3D models, a process also known as low-fidelity fabrication. Platener achieves its speed-up by extracting straight and curved plates from the 3D model and substituting them with laser cut parts of the same size and thickness. Only the regions that are of relevance to the current design iteration are executed as full-detail 3D prints. [...]","Dustin Beyer, Serafima Gurevich, Stefanie Mueller, Hsiang-Ting Chen, and Patrick Baudisch",http://dl.acm.org/citation.cfm?id=2601157,http://www.stefaniemueller.org//wp-content/themes/f8-lite/images/platener/beyer-chi-2015-platener.pdf,https://www.youtube.com/watch?v=Sn2R8ElOxoo,http://hpi.de/baudisch/projects/platener.html,ACM CHI 2015
2015,D-Coil: A Hands-on Approach to Digital 3D Models Design (ACM CHI 2015),"We introduce D-Coil, a new digital 3D modeling approach using wax coiling to bring tangibility to
	the design of digital models. After defining a shape to extrude,
	the users follow the lead of a hand-held actuated extruder to instantiate the actual extrusion using wax. [...]","Huaishu Peng, Amit Zoran, and François Guimbretière",http://dx.doi.org/10.1145/2702123.2702381,http://www.huaishu.me/projects/dcoil.pdf,https://vimeo.com/125385074,,ACM CHI 2015
2015,Low-Fidelity Fabrication: Speeding up Design Iteration of 3D Objects (ACM CHI 2015),"Low-fidelity fabrication systems speed up rapid prototyping by printing intermediate versions of a prototype as fast, low-fidelity previews. Only the final version is fabricated as a full high-fidelity 3D print.
	This allows designers to iterate more quickly-achieving a better design in less time. [...]
	
	DOI    
	Paper    
	Video    
	Page","Stefanie Mueller, Dustin Beyer, Tobias Mohr, Serafima Gurevich, Alexander Teibrich, Lisa Pfistere, Kerstin Guenther, Johannes Frohnhofen, Hsiang-Ting Chen, Patrick Baudisch, Sangha Im, and François Guimbretière",http://dx.doi.org/10.1145/2702613.2725429,http://www.stefaniemueller.org/wp-content/themes/f8-lite/images/low-fi-fabrication/mueller-chi-2015-low-fidelity-fabrication.pdf,https://www.youtube.com/watch?v=tNE8bMFDdn8,http://stefaniemueller.org/low-fi-fabrication/,ACM CHI 2015
2015,A Layered Fabric 3D Printer for Soft Interactive Objects (ACM CHI 2015),"We present a new type of 3D printer that can form precise,
	but soft and deformable 3D objects from layers of off-the-shelf fabric. Our printer employs an approach where
	a sheet of fabric forms each layer of a 3D object. The printer cuts this sheet along the 2D contour of the layer
	using a laser cutter and then bonds
	it to previously printed layers using a heat sensitive adhesive.  [...]","Huaishu Peng, Jennifer Mankoff, Scott E. Hudson, and James McCann",http://dx.doi.org/10.1145/2702123.2702327,https://www.disneyresearch.com/wp-content/uploads/A-Layered-Fabric-3D-Printer-for-Soft-Interactive-Objects-Paper.pdf,https://www.youtube.com/watch?v=8jErWRddFYs,https://www.disneyresearch.com/publication/a-layered-fabric-3d-printer-for-soft-interactive-objects/,ACM CHI 2015
2015,"Scotty: Relocating Physical Objects Across Distances Using Destructive Scanning, Encryption, and 3D Printing (ACM TEI 2015)","We present a simple self-contained appliance that allows relocating inanimate physical objects across distance. Each unit consists of an off-the-shelf 3D printer that we have extended with a 3-axis milling machine, a camera, and a micro-controller for encryption/decryption and transmission. Users see the object appear layer-by-layer on the receiver side as it disappears layer-by-layer at the sender side. [...]","Stefanie Mueller, Martin Fritzsche, Jan Kossmann, Maximilian Schneider, Jonathan Striebel, and Patrick Baudisch",http://dl.acm.org/citation.cfm?id=2680547,http://www.stefaniemueller.org/wp-content/themes/f8-lite/images/scotty/2015-tei-mueller-scotty.pdf,https://www.youtube.com/watch?v=Qtp7kkKXMOw,http://hpi.de/baudisch/projects/scotty.html,ACM TEI 2015
2015,SPATA: Spatio-Tangible Tools for Fabrication-Aware Design (ACM TEI 2015),"SPATA is the digital adaptation of two spatial measurement tools, that explores their closer integration into virtual design environments. We adapt two of the traditional measurement tools: calipers and protractors. Both tools can measure, transfer, and present size and angle. Their close integration into different design environments makes tasks more fluid and convenient. [...]","Christian Weichel, Jason Alexander, Abhijit Karnik, and Hans Gellersen",http://dl.acm.org/citation.cfm?id=2680576,http://csweichel.de/papers/2015-spata.pdf,https://www.youtube.com/watch?v=HfYBspNAEuU,,ACM TEI 2015
2016,Customizable 3D Printed Tactile Maps as Interactive Overlays (ACM ASSETS 2016),"Though tactile maps have been shown to be useful tools for visually impaired individuals, their availability has been limited by manufacturing and design costs. In this paper, we present a system that uses 3D printing to (1) make tactile maps more affordable to produce, (2) allow visually impaired individuals to independently design and customize maps, and (3) provide interactivity using widely available mobile devices. Our system consists of
	[...]","Brandon Taylor, 	Anind Dey, 	Dan Siewiorek, 	Asim Smailagic",https://dl.acm.org/citation.cfm?id=2982167,https://dl.acm.org/ft_gateway.cfm?id=2982167&ftid=1805004&dwn=1&CFID=50911617&CFTOKEN=792972599b8fd2a7-5FC03BE7-A210-9BF7-E10844764D48D9EA,,,ACM ASSETS 2016
2016,LucentMaps: 3D Printed Audiovisual Tactile Maps for Blind and Visually Impaired People (ACM ASSETS 2016),"Tactile maps support blind and visually impaired people in orientation and to familiarize with unfamiliar environments. Interactive approaches complement these maps with auditory feedback. However, commonly these approaches focus on blind people. We present an approach which incorporates visually impaired people by visually augmenting relevant parts of tactile maps. These audiovisual tactile maps can be used in conjunction with common
	[...]",Timo Götzelmann,https://dl.acm.org/citation.cfm?id=2982163,https://dl.acm.org/ft_gateway.cfm?id=2982163&ftid=1805048&dwn=1&CFID=50911617&CFTOKEN=792972599b8fd2a7-5FC03BE7-A210-9BF7-E10844764D48D9EA,,,ACM ASSETS 2016
2016,Uncovering Challenges and Opportunities for 3D Printing Assistive Technology with Physical Therapists (ACM ASSETS 2016),"Physical therapists have a history of modifying and making assistive technology (AT) to fit the unique needs of their patients. However, lack of materials, time, and access to training can restrict what they can create. While 3D printing has the opportunity to empower physical therapists to develop highly customized, economical, and timely assistive technology; little is known about the feasibility of using 3D printing in a clinical setting,
	[...]","Samantha McDonald, 	Niara Comrie, Erin Buehler, 	Nicholas Carter, 	Braxton Dubin, 	Karen Gordes, 	Sandy McCombe-Waller, 	Amy Hurst",https://dl.acm.org/citation.cfm?id=2982162,https://dl.acm.org/ft_gateway.cfm?id=2982162&ftid=1805005&dwn=1&CFID=50911617&CFTOKEN=792972599b8fd2a7-5FC03BE7-A210-9BF7-E10844764D48D9EA,,,ACM ASSETS 2016
2016,"Engaging Amateurs in the Design, Fabrication, and Assembly of Electronic Devices (ACM DIS 2016)","We describe a six-session workshop in which eight participants made wifi-connected devices through the design and fabrication of custom printed circuit boards. We explore the implications of using components and processes analogous to those in commercial products, as opposed to the limited set of higher-level building blocks found in toolkits for hobbyist electronics. We highlight unique advantages and challenges of a personal fabrication approach. We explore the role of attitudes in identifying a suitable audience for these activities.
	[...]","David A. Mellis, Leah Buechley, Mitchel Resnick, and Björn Hartmann",https://doi.org/10.1145/2901790.2901833,https://people.eecs.berkeley.edu/~bjoern/papers/mellis-devicefab-dis2016.pdf,,,ACM DIS 2016
2016,Productive Frictions: Moving from Digital to Material Prototyping and Low-Volume Production for Design Research (ACM DIS 2016),"We focus on the lessons we learned from the challenges and design opportunities that arose in moving from digital processes to ceramic processes. We reflected on these lessons and developed thematic notions we refer to as frictions. These include shifting constraints, naive expertise, manual automation, and dynamic materiality. The contributions of this paper are new design insights into the combination of digital and material processes for studio based prototyping and low-volume production and adds to the emerging relevance of digital fabrication, physical fabrication, and physical materials to interaction design and HCI research.
	[...]","Ron Wakkary, Henry Lin, Shannon Mortimer, Lauren Low, Audrey Desjardins, Keith Doyle, and Philip Robbins",https://doi.org/10.1145/2901790.2901880,,,http://summit.sfu.ca/item/16366,ACM DIS 2016
2016,3D Folded PrintGami: Transforming Passive 3D Printed Objects to Interactive by Inserted Paper Origami Circuits (ACM DIS 2016),"In this paper, we introduce a process of integrating paper circuit into a 3D printed object, combining two universal fabrication techniques, 3D printing and paper crafting: 1) design a hollow 3D model, 2) construct circuits on the 2D planar cutout of this figure, 3) pause 3D printing to insert folded circuits in, 4) resume to continue printing. We empower makers and tinkerers to employ pervasive technology to build interactive 3D objects without hacking machine, obtaining professional utilities, or buying expensive materials.
	[...]","Claudia Daudén Roquet, Jeeeun Kim, and Tom Yeh",https://doi.org/10.1145/2901790.2901891,,,http://www.claudiadauden.com/3d-folded-printgami/,ACM DIS 2016
2016,Probing the Potential of Post-Anthropocentric 3D Printing (ACM DIS 2016),"We describe how existing designs can be seen as anthropocentric, framing the human maker as visionary and commander of passive machines and materials. We then present an alternative system for 3D printing, called Redeform, which explores how a post-anthropocentric framing of makers as collaborators with machines and materials changes the design of 3D printers. We place our system within a lineage of performances that have explored relationships between humans and nonhumans since the 1950s. In doing so, we explore and speculate on the opportunities for operationalizing post-anthropocentric theories within the specific context of the maker movement.
	[...]","Laura Devendorf, Abigail De Kosnik, Kate Mattingly, and Kimiko Ryokai",https://doi.org/10.1145/2901790.2901879,http://artfordorks.com/pubs/16_DIS_PostAnthroMaking.pdf,,,ACM DIS 2016
2016,ProxyPrint: Supporting Crafting Practice through Physical Computational Proxies (ACM DIS 2016),"We investigate how DF artifacts can function as static intermediary tools, which we term proxies, to support crafting practice. We focus on the wire-wrapping process where physical wire is bent into complex shapes and build DF fixtures to aid with construction and fabrication. We explore how these proxies can be generated to provide users with different levels-of-assistance and evaluate how these proxies affect the making process. We show that our proxies affect quality and speed and yield different making experiences between novice and expert craftspeople.
	[...]","Cesar Torres, Wilmot Li, and Eric Paulos",https://doi.org/10.1145/2901790.2901828,http://www.hybrid-ecologies.org/uploads/project/paper/11/torres_proxyprint.pdf,https://www.youtube.com/watch?v=2-LqP2zbBqc,http://www.hybrid-ecologies.org/projects/11-proxyprint,ACM DIS 2016
2016,FusePrint: A DIY 2.5D Printing Technique Embracing Everyday Artifacts (ACM DIS 2016),"Based on our polynomial model on 2.5D resin printing, we developed the design interface of FusePrint, which allows users to design the printed shapes using physical objects as references, generates projection patterns, and notifies users when to place the objects in the resin during the printing process. Our workshops suggested that FusePrint is easy to learn and use, provides a greater level of interactivity, and could be useful for a wide range of applications domains including: mechanical fabrication, wearable accessory, toys, interactive systems, etc.
	[...]","Kening Zhu, Alexandru Dancu, and Shengdong (Shen) Zhao",https://doi.org/10.1145/2901790.2901792,http://www.shengdongzhao.com/wp-content/uploads/p146-zhu.pdf,https://www.youtube.com/watch?v=u6dZ6n3aDp8,http://www.nus-hci.org/fuseprint-a-diy-2-5d-printing-technique-embracing-everyday-artifacts/,ACM DIS 2016
2016,Computational multicopter design (SIGGRAPH Asia 2016),"We present an interactive system for computational design, optimization, and fabrication of multicopters. Our computational approach allows non-experts to design, explore, and evaluate a wide range of different multicopters. We provide users with an intuitive interface for assembling a multicopter from a collection of components (e.g., propellers, motors, and carbon fiber rods). [...]","Tao Du, Adriana Schulz, Bo Zhu, Bernd Bickel, and Wojciech Matusik",http://dl.acm.org/citation.cfm?id=2982427,http://cfg.mit.edu/sites/cfg.mit.edu/files/copter.pdf,https://www.youtube.com/watch?v=GC8fv7kd9mM,http://cfg.mit.edu/content/computational-multicopter-design,SIGGRAPH Asia 2016
2016,Stochastic structural analysis for context-aware design and fabrication (SIGGRAPH Asia 2016),"In this paper we propose failure probabilities as a semantically and mechanically meaningful measure of object fragility. We present a stochastic finite element method which exploits fast rigid body simulation and reduced-space approaches to compute spatially varying failure probabilities. We use an explicit rigid body simulation to emulate the real-world loading conditions an object might experience, including persistent and transient frictional contact, while allowing us to combine several such scenarios together. [...]","Timothy Langlois, Ariel Shamir, Daniel Dror, Wojciech Matusik, and David I. W. Levin",dl.acm.org/citation.cfm?id=2982436,http://cfg.mit.edu/sites/cfg.mit.edu/files/stochastic.pdf,https://www.youtube.com/watch?v=xTJ7Ha6Q1Tw,http://cfg.mit.edu/content/stochastic-structural-analysis-context-aware-design-and-fabrication,SIGGRAPH Asia 2016
2016,Fabrication of freeform objects by principal strips (SIGGRAPH Asia 2016),"Our novel method uses orthogonal principal strips to fabricate objects whose boundary consists of freeform surfaces. This approach not only lends an artistic touch to the appearance of objects, but also provides directions for reinforcement, as the surface is mostly bent along the lines of curvature. Moreover, it is unnecessary to adjust the bending of these orthogonal strips during the construction process, which automatically reforms the design shape as if it is memorized, provided the strips possess bending rigidity. [...]","Masahito Takezawa, Takuma Imai, Kentaro Shida, and Takashi Maekawa",http://dl.acm.org/citation.cfm?id=2982406,http://maekawalab-ynu.com/publicationPDF/053_Fabrication%20of%20freeform%20objects%20by%20principal%20strips.pdf,https://www.youtube.com/watch?v=CeKxIa5-q1E,,SIGGRAPH Asia 2016
2016,FrameFab: robotic fabrication of frame shapes (SIGGRAPH Asia 2016),"In this paper, we present a novel algorithm to generate a feasible fabrication sequence for general frame shapes. To solve this non-trivial combinatorial problem, we develop a divide-and-conquer strategy that first decomposes the input frame shape into stable layers via a constrained sparse optimization model. Then we search a feasible sequence for each layer via a local optimization method together with a backtracking strategy. [...]","Yijiang Huang, Juyong Zhang, Xin Hu, Guoxian Song, Zhongyuan Liu, Lei Yu, and Ligang Liu",http://dl.acm.org/citation.cfm?doid=2980179.2982401,http://staff.ustc.edu.cn/~juyong/Papers/FrameFab.pdf,,http://staff.ustc.edu.cn/~juyong/FrameFab.html,SIGGRAPH Asia 2016
2016,FlexMolds: automatic design of flexible shells for molding (SIGGRAPH Asia 2016),"We present FlexMolds, a novel computational approach to automatically design flexible, reusable molds that, once 3D printed, allow us to physically fabricate, by means of liquid casting, multiple copies of complex shapes with rich surface details and complex topology. The approach to design such flexible molds is based on a greedy bottom-up search of possible cuts over an object, evaluating for each possible cut the feasibility of the resulting mold. [...]","Luigi Malomo, Nico Pietroni, Bernd Bickel, and Paolo Cignoni",http://dl.acm.org/citation.cfm?id=2982397,http://vcg.isti.cnr.it/Publications/2016/MPBC16/flexmolds.pdf,https://www.youtube.com/watch?v=eNMWJ8OpZtg,http://vcg.isti.cnr.it/Publications/2016/MPBC16/,SIGGRAPH Asia 2016
2016,Stretchis: Fabricating Highly Stretchable User Interfaces (ACM UIST 2016),"We use Polydimethylsiloxan (PDMS) as the base material for a Stretchi and show how to embed stretchable touch and proximity sensors and stretchable electroluminescent displays.
	Stretchis can be ultra-thin (≈ 200μm), flexible, and fully customizable, enabling non-expert makers to add interaction to elastic physical objects, shape-changing surfaces, fabrics, and the human body.
	[...]","Michael Wessely, Theophanis Tsandilas, and Wendy E. Mackay.",https://doi.org/10.1145/2984511.2984521,https://www.lri.fr/~fanis/docs/stretchis.pdf,https://www.youtube.com/watch?v=gPVdvxfeE50,,ACM UIST 2016
2016,Digital Gastronomy: Methods & Recipes for Hybrid Cooking (ACM UIST 2016),"We envision a culture of Digital Gastronomy that enhances traditional cooking
	with new interactive capabilities, rather than replacing the chef with an autonomous machine.
	Thus, we deploy existing digital fabrication instruments in traditional kitchen and integrate
	them into cooking via hybrid recipes. This concept merges manual and digital procedures,
	and imports parametric design tools into cooking,
	allowing the chef to personalize the tastes, flavors, structures and aesthetics of dishes. [...]","Moran Mizrahi, Amos Golan, Ariel Bezaleli Mizrahi, Rotem Gruber, Alexander Zoonder Lachnise, Amit Zoran.",https://doi.org/10.1145/2984511.2984528,http://amitz.co/ewExternalFiles/UIST_DigitalGastronomy_.pdf,https://www.youtube.com/watch?v=nSNsIIGXYzA,http://blog.recipes/digital-gastronomy-methods-recipes-for-hybrid-cooking/,ACM UIST 2016
2016,"Aesthetic Electronics: Designing, Sketching, and Fabricating Circuits through Digital Exploration (ACM UIST 2016)","Ellustrate guides users through the fabrication and debugging process,
	easing the task of practical circuit creation while supporting designers' aesthetic decisions
	throughout the circuit authoring workflow. In a formal user study, we demonstrate how
	Ellustrate enables a new electronic design conversation that combines electronics, materials, and visual aesthetic concerns. [...]","Joanne Lo, Cesar Torres, Isabel Yang, Jasper O'Leary, Danny Kaufman, Wilmot Li, Mira Dontcheva, Eric Paulos.",https://doi.org/10.1145/2984511.2984579,https://bid.berkeley.edu/files/papers/ellustrate.pdf,https://www.youtube.com/watch?v=B-F2590qpTQ,,ACM UIST 2016
2016,Mobile Fabrication (ACM UIST 2016),"We present an exploration into the future of fabrication, in particular the vision of mobile fabrication, which we define as ""personal fabrication on the go"".
	From our experience with the prototypes we derive hardware requirements to make mobile fabrication also technically feasible. [...]","Thijs Roumen, Bastian Kruck, Tobias Dürschmid, Tobias Nack, and Patrick Baudisch",https://doi.org/10.1145/2984511.2984586,http://www.thijsroumen.eu/publications/2016%20UIST%20Mobile%20Fabrication.pdf,https://www.youtube.com/watch?v=KK_iX-MbE3Q,https://hpi.de/en/baudisch/projects/pervasive-fabrication.html,ACM UIST 2016
2016,Metamaterial Mechanisms (ACM UIST 2016),"In order to allow users to create metamaterial mechanisms efficiently we implemented a specialized 3D editor. It allows users to place different types of cells, including the shear cell, thereby allowing users to add mechanical functionality to their objects. To help users verify their designs during editing, our editor allows users to apply forces and simulates how the object deforms in response. [...]","Alexandra Ion, Johannes Frohnhofen, Ludwig Wall, Robert Kovacs, Mirela Alistar, Jack Lindsay, Pedro Lopes, Hsiang-Ting Chen, and Patrick Baudisch",https://doi.org/10.1145/2984511.2984540,http://alexandraion.com/wp-content/uploads/2016UIST-Metamaterial-Mechanisms-authors-copy.pdf,https://www.youtube.com/watch?v=lsTiWYSfPck,https://hpi.de/baudisch/projects/metamaterial-mechanisms.html,ACM UIST 2016
2016,A 3D Printer for Interactive Electromagnetic Devices (ACM UIST 2016),"We introduce a new form of low-cost 3D printer to print interactive electromechanical objects with wound in place coils.
	At the heart of this printer is a mechanism for depositing wire within a five degree of freedom (5DOF)
	fused deposition modeling (FDM) 3D printer. Copper wire can be used with this mechanism to form coils which
	induce magnetic fields as a current is passed through them. [...]","Huaishu Peng, François Guimbretière, James McCann, and Scott Hudson",https://doi.org/10.1145/2984511.2984523,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20161011233026/A-3D-Printer-for-Interactive-Electromagnetic-Devices-Paper.pdf,https://www.youtube.com/watch?v=5MEYe-z9GKo,https://www.disneyresearch.com/publication/a-3d-printer-for-interactive-electromagnetic-devices/,ACM UIST 2016
